ENTREZID	SYMBOL
84968	PNMA6A
11093	ADAMTS13
148103	ZNF599
9762	LZTS3
79672	FN3KRP
84245	MRI1
6897	TARS1
6604	SMARCD3
84836	ABHD14B
388228	SBK1
1628	DBP
2877	GPX2
23526	ARHGAP45
2553	GABPB1
950	SCARB2
26091	HERC4
5784	PTPN14
113655	MFSD3
101928687	LNCAROD
88455	ANKRD13A
3340	NDST1
7323	UBE2D3
332	BIRC5
10765	KDM5B
1723	DHODH
54828	BCAS3
285521	COX18
64856	VWA1
1294	COL7A1
51704	GPRC5B
83478	ARHGAP24
51726	DNAJB11
2353	FOS
10411	RAPGEF3
11309	SLCO2B1
2898	GRIK2
101929074	PIK3CD-AS2
6261	RYR1
9894	TELO2
2653	GCSH
57336	ZNF287
197258	FCSK
9156	EXO1
26499	PLEK2
80164	PRR36
84277	DNAJC30
56886	UGGT1
56241	SUSD2
57835	SLC4A5
23117	NPIPB3
4173	MCM4
7077	TIMP2
55558	PLXNA3
728294	D2HGDH
113130	CDCA5
84679	SLC9A7
84517	ACTRT3
7091	TLE4
9324	HMGN3
150383	CDPF1
2539	G6PD
57168	ASPHD2
23673	STX12
146227	BEAN1
84727	SPSB2
84167	C19orf44
576	ADGRB2
54780	NSMCE4A
5176	SERPINF1
8634	RTCA
100507419	MMP25-AS1
2590	GALNT2
79026	AHNAK
51071	DERA
54903	MKS1
51247	PAIP2
4175	MCM6
170302	ARX
3097	HIVEP2
79867	TCTN2
123096	SLC25A29
1052	CEBPD
8942	KYNU
5013	OTX1
79023	NUP37
148867	SLC30A7
58505	OSTC
638	BIK
10634	GAS2L1
56996	SLC12A9
8508	NIPSNAP1
114822	RHPN1
896	CCND3
3628	INPP1
11117	EMILIN1
388722	C1orf53
114787	GPRIN1
80763	SPX
1907	EDN2
10572	SIVA1
158471	PRUNE2
123	PLIN2
8905	AP1S2
9689	BZW1
7837	PXDN
489	ATP2A3
4584	MUC3A
10184	LHFPL2
85358	SHANK3
7286	TUFT1
9636	ISG15
84171	LOXL4
168667	BMPER
10636	RGS14
728635	DHRS4L1
10783	NEK6
9076	CLDN1
54516	MTRF1L
100130987	LOC100130987
80024	SLC8B1
79660	PPP1R3B
26575	RGS17
51390	AIG1
7274	TTPA
79693	YRDC
644943	RASSF10
23410	SIRT3
402682	UFSP1
11001	SLC27A2
84795	PYROXD2
411	ARSB
5998	RGS3
3615	IMPDH2
100289098	LINC03011
9839	ZEB2
84674	CARD6
105373957	LOC105373957
51275	MAPKAPK5-AS1
113	ADCY7
5831	PYCR1
100506686	IQCH-AS1
284161	GDPD1
4900	NRGN
3712	IVD
23099	ZBTB43
1841	DTYMK
2274	FHL2
79090	TRAPPC6A
1525	CXADR
883	KYAT1
55207	ARL8B
30818	KCNIP3
84910	TMEM87B
84878	ZBTB45
7480	WNT10B
347240	KIF24
3955	LFNG
10979	FERMT2
2140	EYA3
254552	NUDT8
3897	L1CAM
26469	PTPN18
64776	CFAP68
2161	F12
125170	MIEF2
6775	STAT4
84787	KMT5C
23086	EXPH5
89866	SEC16B
2052	EPHX1
100505592	GAPLINC
2185	PTK2B
65078	RTN4R
8971	H1-10
8045	RASSF7
57493	HEG1
784	CACNB3
1949	EFNB3
29988	SLC2A8
2639	GCDH
23089	PEG10
7538	ZFP36
2817	GPC1
155382	VPS37D
11187	PKP3
1384	CRAT
3015	H2AZ1
8450	CUL4B
22824	HSPA4L
7171	TPM4
10318	TNIP1
1728	NQO1
55152	DALRD3
84501	SPIRE2
56288	PARD3
25963	TMEM87A
89953	KLC4
115557	ARHGEF25
10694	CCT8
283358	B4GALNT3
6324	SCN1B
51205	ACP6
441150	C6orf226
84273	NOA1
7348	UPK1B
6776	STAT5A
85363	TRIM5
55367	PIDD1
57403	RAB22A
29882	ANAPC2
9684	LRRC14
84885	ZDHHC12
6611	SMS
64343	AZI2
55884	WSB2
2669	GEM
3998	LMAN1
286262	TPRN
56262	LRRC8A
57062	DDX24
7464	CORO2A
64857	PLEKHG2
7126	TNFAIP1
349565	NMNAT3
440359	YBX3P1
100507034	PITRM1-AS1
81848	SPRY4
119392	SFR1
9590	AKAP12
148534	TLCD4
26064	RAI14
55041	PLEKHB2
3695	ITGB7
54386	TERF2IP
342979	PALM3
329	BIRC2
55071	C9orf40
6320	CLEC11A
79777	ACBD4
1109	AKR1C4
5638	PRRG1
57662	CAMSAP3
10535	RNASEH2A
57622	LRFN1
64949	MRPS26
64122	FN3K
100289341	MAN1B1-DT
3329	HSPD1
57153	SLC44A2
340348	TSPAN33
9863	MAGI2
55829	SELENOS
409	ARRB2
94015	TTYH2
4233	MET
151313	FAHD2B
55336	FBXL8
147841	SPC24
5238	PGM3
79575	ABHD8
284021	MILR1
100506881	MKLN1-AS
10669	CGREF1
9911	TMCC2
8613	PLPP3
571	BACH1
192683	SCAMP5
23046	KIF21B
1138	CHRNA5
219738	FAM241B
1031	CDKN2C
5770	PTPN1
306	ANXA3
283643	TEDC1
10501	SEMA6B
4913	NTHL1
51093	METTL25B
92305	TMEM129
55573	CDV3
55337	SHFL
643988	FNDC10
5611	DNAJC3
23258	DENND5A
283229	CRACR2B
2870	GRK6
23286	WWC1
255488	RNF144B
645644	FLJ42627
53358	SHC3
6924	ELOA
9853	RUSC2
645249	MNX1-AS1
8013	NR4A3
2257	FGF12
283989	TSEN54
55512	SMPD3
84518	CNFN
5893	RAD52
340385	ZNF517
23555	TSPAN15
81691	REXO5
27315	PGAP2
64801	ARV1
9645	MICAL2
26007	TKFC
90956	ADCK2
10308	ZNF267
55214	P3H2
3915	LAMC1
257144	GCSAM
8420	SNHG3
10163	WASF2
6102	RP2
3177	SLC29A2
6666	SOX12
84126	ATRIP
27348	TOR1B
64787	EPS8L2
57731	SPTBN4
1979	EIF4EBP2
3084	NRG1
26119	LDLRAP1
92359	CRB3
268	AMH
2695	GIP
54682	MANSC1
125875	CLDND2
149473	CCDC24
55643	BTBD2
1595	CYP51A1
154743	BMT2
7083	TK1
8869	ST3GAL5
56929	FEM1C
6317	SERPINB3
51141	INSIG2
55332	DRAM1
259307	IL4I1
54796	BNC2
3597	IL13RA1
4968	OGG1
55300	PI4K2B
23516	SLC39A14
54976	ADISSP
8309	ACOX2
7422	VEGFA
993	CDC25A
84960	CCDC183
51703	ACSL5
7035	TFPI
53944	CSNK1G1
9351	NHERF2
102724224	LINC01117
23649	POLA2
815	CAMK2A
4811	NID1
6242	RTKN
6833	ABCC8
54498	SMOX
4782	NFIC
11245	GPR176
6728	SRP19
8406	SRPX
1514	CTSL
991	CDC20
6094	ROM1
94030	LRRC4B
26471	NUPR1
283208	P4HA3
105369174	NA
55791	LRIF1
79000	AUNIP
199223	TTC21A
2998	GYS2
387496	RASL11A
3835	KIF22
23240	TMEM131L
283629	TSSK4
5426	POLE
286042	FAM86B3P
25841	ABTB2
5279	PIGC
4595	MUTYH
23373	CRTC1
57139	RGL3
83592	AKR1E2
8318	CDC45
4150	MAZ
4289	MKLN1
22859	ADGRL1
56990	CDC42SE2
93587	TRMT10A
80851	SH3BP5L
10495	ENOX2
85463	ZC3H12C
60559	SPCS3
55902	ACSS2
51011	FAHD2A
118788	PIK3AP1
5003	SLC22A18AS
1130	LYST
100294362	RNF213-AS1
64121	RRAGC
80233	FAAP100
10082	GPC6
23327	NEDD4L
285464	NA
90507	SCRN2
9792	SERTAD2
7561	ZNF14
10811	NOXA1
669	BPGM
7629	ZNF76
6541	SLC7A1
196513	DCP1B
103	ADAR
55969	RAB5IF
7879	RAB7A
857	CAV1
3215	HOXB5
494514	TYMSOS
1477	CSTF1
6916	TBXAS1
51092	SIDT2
55691	FRMD4A
284086	NEK8
3710	ITPR3
51422	PRKAG2
4478	MSN
50628	GEMIN4
378	ARF4
3655	ITGA6
57154	SMURF1
148413	MRPL20-AS1
2217	FCGRT
124739	USP43
348180	CTU2
328	APEX1
641649	TMEM91
56952	PRTFDC1
221895	JAZF1
2030	SLC29A1
286128	ZFP41
347252	IGFBPL1
56731	SLC2A4RG
441459	ANKRD18B
4037	LRP3
84552	PARD6G
85442	KNDC1
148898	ZNF436-AS1
10123	ARL4C
5125	PCSK5
65990	ANTKMT
51661	FKBP7
7301	TYRO3
6251	RSU1
26505	CNNM3
100289092	ATP2A1-AS1
10460	TACC3
5927	KDM5A
92797	HELB
8559	PRPF18
140828	LINC00261
9267	CYTH1
10293	TRAIP
55777	MBD5
26750	RPS6KC1
8460	TPST1
55615	PRR5
10327	AKR1A1
965	CD58
55559	HAUS7
9479	MAPK8IP1
4940	OAS3
26123	TCTN3
51605	TRMT6
3107	HLA-C
135398	C6orf141
10062	NR1H3
4285	MIPEP
155066	ATP6V0E2
6745	SSR1
23438	HARS2
81571	MIR600HG
221927	BRAT1
8092	ALX1
55254	TMEM39A
7324	UBE2E1
8932	MBD2
51236	HGH1
55506	MACROH2A2
92283	ZNF461
29914	UBIAD1
51477	ISYNA1
283927	NUDT7
65983	GRAMD2B
84900	RNFT2
100287482	SMKR1
126353	MISP
10555	AGPAT2
116983	ACAP3
5869	RAB5B
1678	TIMM8A
55347	ABHD10
254013	ETFBKMT
79083	MLPH
3589	IL11
23170	TTLL12
283596	SNHG10
51102	MECR
643669	CCER2
9519	TBPL1
163154	PRR22
64359	NXN
5066	PAM
122769	LRR1
79641	ROGDI
2643	GCH1
30061	SLC40A1
10891	PPARGC1A
284013	VMO1
57149	LYRM1
5829	PXN
3290	HSD11B1
388963	C2orf81
1307	COL16A1
23043	TNIK
1512	CTSH
83695	RHNO1
8729	GBF1
116412	ZNF837
100507421	TMEM178B
639	PRDM1
79960	JADE1
2119	ETV5
56928	SPPL2B
100506127	GVQW3
100506581	C16orf95
8847	DLEU2
57732	ZFYVE28
8576	STK16
254428	SLC41A1
10058	ABCB6
132158	GLYCTK
155370	SBDSP1
122616	CLBA1
93436	ARMC6
286151	FBXO43
51076	CUTC
440028	LINC02709
51286	CEND1
10135	NAMPT
84222	TMEM191A
2192	FBLN1
220002	CYB561A3
11226	GALNT6
1437	CSF2
26256	CABYR
6840	SVIL
100507303	SNHG19
138716	RPP25L
10023	FRAT1
55048	VPS37C
7448	VTN
51514	DTL
51752	ERAP1
55374	TMCO6
2537	IFI6
9330	GTF3C3
57609	DIP2B
54954	FAM120C
57616	TSHZ3
22950	SLC4A1AP
8322	FZD4
5718	PSMD12
10797	MTHFD2
6820	SULT2B1
85464	SSH2
29785	CYP2S1
10758	TRAF3IP2
84798	C19orf48P
348738	NA
11257	TP53TG1
56672	AKIP1
51003	MED31
92922	CCDC102A
55163	PNPO
5723	PSPH
54987	CZIB
400499	LOC400499
5165	PDK3
728743	LOC728743
80757	TMEM121
389792	IER5L
57674	RNF213
8773	SNAP23
80790	CMIP
8853	ASAP2
27434	POLM
4833	NME4
147650	SPACA6
80221	ACSF2
64789	EXO5
9319	TRIP13
64097	EPB41L4A
132160	PPM1M
5795	PTPRJ
78988	MRPL57
8574	AKR7A2
2178	FANCE
129138	ANKRD54
10432	RBM14
10817	FRS3
55317	AP5S1
29063	ZCCHC4
4627	MYH9
126272	EID2B
2954	GSTZ1
51368	TEX264
79228	THOC6
575	ADGRB1
10454	TAB1
57605	PITPNM2
10801	SEPTIN9
729887	NA
242	ALOX12B
54414	SIAE
105377200	NA
8086	AAAS
54784	ALKBH4
11162	NUDT6
92960	PEX11G
92597	MOB1B
197407	ZNF48
9905	SGSM2
6286	S100P
57608	JCAD
286336	FAM78A
100874366	HOXC13-AS
5338	PLD2
79621	RNASEH2B
284439	SLC25A42
1848	DUSP6
54972	TMEM132A
5031	P2RY6
100506599	PPP1R26-AS1
29901	SAC3D1
51161	C3orf18
80852	GRIP2
8347	H2BC4
4035	LRP1
201294	UNC13D
79902	NUP85
80232	WDR26
116238	TLCD1
100289230	LOC100289230
114881	OSBPL7
51478	HSD17B7
3014	H2AX
29842	TFCP2L1
9214	FCMR
65057	ACD
26118	WSB1
27158	NDOR1
64172	OSGEPL1
100506054	RNASEH1-DT
80194	TMEM134
9144	SYNGR2
23408	SIRT5
6901	TAFAZZIN
388564	TMEM238
10714	POLD3
554282	FAM72C
10609	P3H4
80726	IQCN
27344	PCSK1N
219833	KCNJ5-AS1
283050	ZMIZ1-AS1
27042	UTP25
653653	LOC653653
55732	FIRRM
4004	LMO1
26872	STEAP1
162073	ITPRIPL2
80139	ZNF703
100288181	LNCOC1
10024	TROAP
83594	NUDT12
5130	PCYT1A
4695	NDUFA2
140680	C20orf96
125228	FAM210A
285148	IAH1
27316	RBMX
286257	PAXX
7869	SEMA3B
388969	C2orf68
113230	MISP3
100288142	NBPF20
200081	TXLNA
51321	AMZ2
121551	ABTB3
5427	POLE2
339229	OXLD1
10241	CALCOCO2
338707	B4GALNT4
81890	QTRT1
285943	HOXA-AS2
83989	ARB2A
102238594	SPACA6-AS1
131474	CHCHD4
6646	SOAT1
9718	ECE2
26503	SLC17A5
169834	ZNF883
55776	SAYSD1
349667	RTN4RL2
1643	DDB2
146956	EME1
259217	HSPA12A
9477	MED20
9464	HAND2
4249	MGAT5
79823	CAMKMT
9966	TNFSF15
6419	SETMAR
63893	UBE2O
79864	JHY
83480	PUS3
4832	NME3
245812	CNPY4
55652	SLC48A1
57722	IGDCC4
3728	JUP
84280	BTBD10
643246	MAP1LC3B2
79582	SPAG16
287	ANK2
402415	XKRX
4485	MST1
115677	NOSTRIN
5050	PAFAH1B3
100506649	PXN-AS1
100506100	ZDHHC12-DT
10101	NUBP2
114926	SMIM19
84826	SFT2D3
147339	ARK2N
9149	DYRK1B
10848	PPP1R13L
65264	UBE2Z
55346	TCP11L1
85359	DGCR6L
9589	WTAP
599	BCL2L2
55743	CHFR
2875	GPT
83538	ODAD4
8301	PICALM
401097	C3orf80
1719	DHFR
222255	ATXN7L1
102724156	LINC03026
51109	RDH11
84816	RTN4IP1
80176	SPSB1
8218	CLTCL1
51429	SNX9
51281	ANKMY1
1802	DPH2
84261	FBXW9
8635	RNASET2
54985	HCFC1R1
283417	DPY19L2
128977	C22orf39
79006	METRN
9871	SEC24D
3892	KRT86
145783	TCF12-DT
389084	SNORC
3775	KCNK1
57415	CEP15
4680	CEACAM6
3224	HOXC8
4668	NAGA
84895	MIGA2
10360	NPM3
50999	TMED5
84080	ENKD1
3749	KCNC4
29035	HAPSTR1
84340	GFM2
23603	CORO1C
54331	GNG2
79144	PPDPF
79038	ZFYVE21
136853	SSC4D
8650	NUMB
9695	EDEM1
84812	PLCD4
115703	ARHGAP33
196294	IMMP1L
54055	CYP4F29P
6398	SECTM1
4357	MPST
5007	OSBP
3274	HRH2
3398	ID2
334	APLP2
407014	MIR25
221443	OARD1
2017	CTTN
27440	HDHD5
7325	UBE2E2
22929	SEPHS1
3700	ITIH4
65055	REEP1
1317	SLC31A1
1355	COX15
23513	SCRIB
79637	ARMC7
57507	ZNF608
50626	ZFTRAF1
90993	CREB3L1
100049716	NINJ2-AS1
352909	DNAAF3
5663	PSEN1
10297	APC2
57463	AMIGO1
372	ARCN1
9495	AKAP5
101805492	CASC9
23357	ANGEL1
147727	ILF3-DT
645367	GGT8P
3673	ITGA2
7485	GET1
124930	ANKRD13B
55356	SLC22A15
10569	SLU7
2150	F2RL1
9455	HOMER2
55316	RSAD1
126133	ALDH16A1
84327	ZBED3
5480	PPIC
4807	NHLH1
51333	ZNF771
3714	JAG2
222234	FAM185A
58190	CTDSP1
8061	FOSL1
101929895	NA
2647	BLOC1S1
119032	BORCS7
79879	CCDC134
23141	ANKLE2
55544	RBM38
85352	SHISAL1
55778	ZNF839
56605	ERO1B
7090	TLE3
56257	MEPCE
79616	CCNJL
79172	CENPO
29803	REPIN1
80346	REEP4
7866	IFRD2
9742	IFT140
25806	VAX2
339803	C2orf74-DT
138241	C9orf85
92659	MILIP
136	ADORA2B
95681	CEP41
84874	ZNF514
50861	STMN3
23597	ACOT9
8877	SPHK1
84276	NICN1
51347	TAOK3
3110	MNX1
79102	RNF26
404217	CTXN1
2064	ERBB2
80007	C10orf88
9817	KEAP1
4255	MGMT
5747	PTK2
3148	HMGB2
284129	SLC26A11
7515	XRCC1
29775	CARD10
6339	SCNN1D
587	BCAT2
58499	ZNF462
6817	SULT1A1
400569	MED11
90525	SHF
550112	UBA6-DT
415	ARSL
3136	HLA-H
224	ALDH3A2
1891	ECH1
90416	CCDC32
5604	MAP2K1
51027	BOLA1
83986	FAM234A
100133315	XNDC1N
4860	PNP
26093	CCDC9
84445	LZTS2
10290	SPEG
3898	LAD1
3516	RBPJ
140707	BRI3BP
4861	NPAS1
54436	SH3TC1
55839	CENPN
38	ACAT1
1540	CYLD
5372	PMM1
285172	HYCC2
7942	TFEB
1663	DDX11
23515	MORC3
558	AXL
729176	KATNBL1P6
29087	THYN1
155400	NSUN5P1
51611	DPH5
9903	KLHL21
348327	ZNF530
90024	FLJ20021
55135	WRAP53
8269	TMEM187
2801	GOLGA2
5296	PIK3R2
90871	DMAC1
84809	CROCCP2
91860	CALML4
6446	SGK1
10174	SORBS3
80758	PRR7
670	BPHL
4313	MMP2
79077	DCTPP1
400684	DPY19L3-DT
79724	ZNF768
125061	AFMID
1314	COPA
84775	ZNF607
118881	COMTD1
26232	FBXO2
26048	ZNF500
90226	UCN2
201292	TRIM65
51754	TMEM8B
9368	NHERF1
116225	ZMYND19
134549	SHROOM1
4723	NDUFV1
10400	PEMT
5300	PIN1
23254	KAZN
147463	ANKRD29
656	BMP8B
55236	UBA6
401303	ZNF815P
58985	IL22RA1
51181	DCXR
2626	GATA4
121642	ALKBH2
141	ADPRH
254170	FBXO33
127396	ZNF684
400673	VMAC
5069	PAPPA
2176	FANCC
3326	HSP90AB1
23198	PSME4
26253	CLEC4E
29015	SLC43A3
339201	ASB16-AS1
741	ZNHIT2
84266	ALKBH7
50650	ARHGEF3
3141	HLCS
64975	MRPL41
9572	NR1D1
23241	PACS2
10998	SLC27A5
200942	KLHDC8B
4012	LNPEP
7291	TWIST1
8751	ADAM15
414918	DENND6B
642361	LOC642361
101927765	COA6-AS1
8544	PIR
84331	MCRIP2
123355	LRRC28
6374	CXCL5
9697	TRAM2
404550	C16orf74
338699	ANKRD42
5118	PCOLCE
100287042	MIF4GD-DT
113115	MTFR2
7137	TNNI3
5871	MAP4K2
653319	MATCAP1
6474	SHOX2
27350	APOBEC3C
10675	CSPG5
347862	GATD1
283987	HID1
64093	SMOC1
8338	H2AC20
8402	SLC25A11
85014	TMEM141
4678	NASP
2630	GBA1LP
64061	TSPYL2
57462	MYORG
84219	WDR24
317749	DHRS4L2
132321	C4orf33
112755	STX1B
26517	TIMM13
85002	FAM86B1
147166	TRIM16L
79157	MFSD11
790955	UQCC3
755	CFAP410
79590	MRPL24
378805	LINC-PINT
2021	ENDOG
6996	TDG
55108	BSDC1
25973	PARS2
387640	SKIDA1
7462	LAT2
26504	CNNM4
5223	PGAM1
8934	RAB29
347918	EP400P1
11113	CIT
7625	ZNF74
142891	SAMD8
100499177	THAP9-AS1
83637	ZMIZ2
10994	ILVBL
92840	REEP6
26507	CNNM1
64778	FNDC3B
6618	SNAPC2
124045	SPATA33
22943	DKK1
56915	EXOSC5
90378	SAMD1
7425	VGF
55657	ZNF692
84310	C7orf50
4149	MAX
10280	SIGMAR1
5870	RAB6A
928	CD9
25804	LSM4
2768	GNA12
1396	CRIP1
79680	RTL10
29995	LMCD1
6764	DENND2B
3299	HSF4
22979	EFR3B
6386	SDCBP
11080	DNAJB4
3614	IMPDH1
118932	ANKRD22
3709	ITPR2
123720	WHAMM
57561	ARRDC3
10550	ARL6IP5
29985	SLC39A3
54982	CLN6
6950	TCP1
374920	ZSWIM9
10076	PTPRU
617	BCS1L
6729	SRP54
285855	RPL7L1
51529	ANAPC11
374875	HSD11B1L
8694	DGAT1
27043	PELP1
89932	PAPLN
201254	CENPX
10300	KATNB1
729013	ZBED5-AS1
1153	CIRBP
100130933	SMIM6
55124	PIWIL2
11188	NISCH
57596	BEGAIN
53615	MBD3
23729	SHPK
100	ADA
2533	FYB1
54920	DUS2
9885	OSBPL2
100289137	FAM95C
152137	CCDC50
158787	RIBC1
55766	H2AJ
23464	GCAT
6309	SC5D
821	CANX
79622	SNRNP25
6812	STXBP1
9091	PIGQ
79873	NUDT18
54344	DPM3
873	CBR1
283377	SPRYD4
3308	HSPA4
8412	BCAR3
28992	MACROD1
399815	C10orf88B
119559	SFXN4
102723354	LINC02298
348	APOE
84842	HPDL
3663	IRF5
10591	DNPH1
8636	SSNA1
6182	MRPL12
391356	PTRHD1
101927181	NA
327	APEH
9906	SLC35E2A
284185	LINC00482
27314	RAB30
3251	HPRT1
23052	ENDOD1
401541	CENPP
2202	EFEMP1
374882	TMEM205
23604	DAPK2
84973	SNHG7
6119	RPA3
51719	CAB39
80344	DCAF11
23560	GTPBP4
23385	NCSTN
55329	MNS1
10728	PTGES3
768	CA9
114876	OSBPL1A
6103	RPGR
57630	SH3RF1
1184	CLCN5
4605	MYBL2
5289	PIK3C3
221756	SERPINB9P1
79178	THTPA
51162	EGFL7
8996	NOL3
966	CD59
84326	METTL26
84932	RAB2B
839	CASP6
10392	NOD1
101928000	ZNF232-AS1
100131691	MZF1-AS1
51363	CHST15
63920	FAM200C
168544	ZNF467
84645	C22orf23
388272	C16orf87
128153	SPATA17
643401	PURPL
27044	SND1
8669	EIF3J
56848	SPHK2
2175	FANCA
10233	LRRC23
348751	FTCDNL1
22974	TPX2
64236	PDLIM2
148229	ATP8B3
55629	PNRC2
79929	MAP6D1
54939	COMMD4
381	ARF5
101929768	OSMR-DT
64425	POLR1E
100499467	LINC00673
9253	NUMBL
2593	GAMT
375189	PFN4
3485	IGFBP2
85371	KIAA1656
26289	AK5
11243	PMF1
2972	BRF1
83719	YPEL3
4521	NUDT1
26287	ANKRD2
102724826	ZNF337-AS1
92979	MARCHF9
3674	ITGA2B
256472	TMEM151A
116842	LEAP2
645553	IGFL2-AS1
644096	SDHAF1
284992	CCDC150
51510	CHMP5
93323	HAUS8
402	ARL2
84318	CCDC77
90	ACVR1
5636	PRPSAP2
1410	CRYAB
79955	PDZD7
6878	TAF6
9462	RASAL2
10362	HMG20B
79682	CENPU
10273	STUB1
101927027	CHROMR
5382	PMS2P4
55151	TMEM38B
100128881	VPS9D1-AS1
161394	SAMD15
79022	TMEM106C
25864	ABHD14A
100506299	ID2-AS1
4747	NEFL
9403	SELENOF
81622	UNC93B1
79711	IPO4
2109	ETFB
7184	HSP90B1
28232	SLCO3A1
11062	DUS4L
54103	GSAP
79816	TLE6
2512	FTL
441531	PGAM4
27069	GHITM
665	BNIP3L
389362	PSMG4
9043	SPAG9
29763	PACSIN3
4088	SMAD3
126299	ZNF428
7064	THOP1
56907	SPIRE1
51094	ADIPOR1
4221	MEN1
6275	S100A4
3455	IFNAR2
79188	TMEM43
1111	CHEK1
22920	KIFAP3
83992	CTTNBP2
80013	MINDY3
142678	MIB2
400073	C12orf76
79913	ACTR5
55917	CTTNBP2NL
60490	PPCDC
4082	MARCKS
79734	KCTD17
57332	CBX8
10150	MBNL2
60686	C14orf93
83939	EIF2A
10585	POMT1
166929	SGMS2
79602	ADIPOR2
9274	BCL7C
56650	CLDND1
2683	B4GALT1
51499	TRIAP1
9311	ASIC3
51398	WDR83OS
100128569	TEKTIP1
128308	MRPL55
23499	MACF1
137075	CLDN23
4716	NDUFB10
5037	PEBP1
100130967	LINC02901
24142	NAA80
84934	RITA1
100133985	LINC01816
89941	RHOT2
85465	SELENOI
2273	FHL1
80772	CPTP
7531	YWHAE
1632	ECI1
79993	ELOVL7
7494	XBP1
84549	MAK16
339451	KLHL17
56180	MOSPD1
116236	ABHD15
340485	ACER2
653784	MZT2A
84292	WDR83
5587	PRKD1
344405	PRORSD1P
280636	SELENOH
114805	GALNT13
10897	YIF1A
10038	PARP2
116138	KLHDC3
79094	CHAC1
94107	TMEM203
84681	HINT2
2617	GARS1
9784	SNX17
399726	MIR1915HG
2317	FLNB
1200	TPP1
127700	OSCP1
2182	ACSL4
4868	NPHS1
27018	BEX3
6376	CX3CL1
9933	PUM3
6566	SLC16A1
3487	IGFBP4
51021	MRPS16
3418	IDH2
57545	CC2D2A
55049	REX1BD
90381	TICRR
513	ATP5F1D
84300	UQCC2
7079	TIMP4
23177	CEP68
18	ABAT
10371	SEMA3A
116151	FAM210B
79169	C1orf35
283459	GATC
284131	ENDOV
102724023	LOC102724023
342918	C19orf81
54960	GEMIN8
23429	RYBP
1537	CYC1
128869	PIGU
5859	QARS1
145482	PTGR2
7404	UTY
64072	CDH23
254863	TMEM256
8270	LAGE3
126433	FBXO27
25970	SH2B1
55190	NUDT11
2745	GLRX
65003	MRPL11
23186	RCOR1
55589	BMP2K
150209	AIFM3
29085	PHPT1
10040	TOM1L1
2786	GNG4
85378	TUBGCP6
10190	TXNDC9
317781	DDX51
91978	TPGS1
29894	CPSF1
53346	TM6SF1
286205	SCAI
80097	MZT2B
57468	SLC12A5
57338	JPH3
22994	CEP131
100505817	LINC02582
81796	SLCO5A1
116832	RPL39L
54821	ERCC6L
9158	FIBP
100507437	MTA1-DT
100506302	RBM33-DT
833	CARS1
283106	CSNK2A3
205251	MTLN
92999	ZBTB47
55633	TBC1D22B
8193	DPF1
2318	FLNC
221687	RNF182
6603	SMARCD2
23640	HSPBP1
441250	TYW1B
11007	CCDC85B
9637	FEZ2
128240	NAXE
2876	GPX1
5166	PDK4
55174	INTS10
84954	MPND
170463	SSBP4
58500	ZNF250
5457	POU4F1
646719	NIPBL-DT
4052	LTBP1
23431	AP4E1
326625	MMAB
339123	JMJD8
6256	RXRA
9179	AP4M1
5523	PPP2R3A
51537	MTFP1
517	ATP5MC2
79629	OCEL1
79971	WLS
729288	ZNF286B
441272	SPDYE3
3425	IDUA
9886	RHOBTB1
55501	CHST12
283871	PGP
56941	HMCES
5138	PDE2A
57719	ANO8
85414	SLC45A3
6895	TARBP2
8467	SMARCA5
54923	LIME1
139324	HDX
54600	UGT1A9
25987	TSKU
9820	CUL7
23650	TRIM29
192286	HIGD2A
868	CBLB
93129	ORAI3
8906	AP1G2
10922	FASTK
9958	USP15
9922	IQSEC1
2584	GALK1
84316	NAA38
353	APRT
5597	MAPK6
221302	ZUP1
57568	SIPA1L2
6723	SRM
5534	PPP3R1
90693	CCDC126
54899	PXK
79018	GID4
89884	LHX4
29952	DPP7
8228	PNPLA4
51020	HDDC2
9582	APOBEC3B
79007	DBNDD1
375790	AGRN
90313	TP53I13
898	CCNE1
10120	ACTR1B
79050	NOC4L
9754	STARD8
5910	RAP1GDS1
125988	MICOS13
120071	LARGE2
51053	GMNN
118980	SFXN2
9993	DGCR2
124401	ANKS3
63935	PCIF1
55871	ZNG1A
54956	PARP16
3338	DNAJC4
9325	TRIP4
54819	ZCCHC10
3875	KRT18
149345	SHISA4
23658	LSM5
8733	GPAA1
1	A1BG
5425	POLD2
90338	ZNF160
126792	B3GALT6
23557	SNAPIN
10155	TRIM28
81887	LAS1L
155368	METTL27
10131	TRAP1
5827	PXMP2
2027	ENO3
2799	GNS
11228	RASSF8
4330	MN1
340527	NHSL2
56654	NPDC1
1508	CTSB
5277	PIGA
84283	TMEM79
261734	NPHP4
80235	PIGZ
60485	SAV1
493869	GPX8
7102	TSPAN7
7633	ZNF79
80728	ARHGAP39
54932	EXD3
288	ANK3
84766	CRACR2A
7352	UCP3
54859	ELP6
3313	HSPA9
11011	TLK2
64146	PDF
128414	NKAIN4
11130	ZWINT
8677	STX10
1947	EFNB1
3991	LIPE
79143	MBOAT7
751071	CSKMT
159091	PABIR3
23215	PRRC2C
153579	BTNL9
84102	SLC41A2
94239	H2AZ2
2305	FOXM1
3778	KCNMA1
105369889	LOC105369889
53630	BCO1
134359	POC5
256714	MAP7D2
81618	ITM2C
54681	P4HTM
51629	SLC25A39
54958	TMEM160
